Composer,Performer,Perf_Nationality,Perf_Gender,Piece,Length,Tempo,Time_Signature,Freq_C,Freq_C#/Db,Freq_D,Freq_D#/Eb,Freq_E,Freq_F,Freq_F#/Gb,Freq_G,Freq_G#/Ab,Freq_A,Freq_A#/Bb,Freq_B,Unique_Velocities,Average_Velocity,Min_Velocity,Max_Velocity
Liszt,MartinLeung,USA,M,TranscendentalEtudeNo10InFMinorS139,235,214,4/4,0.12497,0.10674,0.04485,0.08036,0.06093,0.14536,0.05277,0.0698,0.11514,0.04102,0.08659,0.07148,110,71.32,2,121
Liszt,JoonheeKim,SouthKorea,F,BalladeNo2InBMinor,755,196,4/4,0.05338,0.12157,0.07886,0.08427,0.06918,0.06505,0.11616,0.07075,0.079,0.07416,0.09395,0.09367,105,64.42,6,113
Liszt,LeylaKabuli,USA,F,EtudesDExecutionTranscendanteNo12,276,216,4/4,0.09722,0.10879,0.02486,0.10583,0.07015,0.11199,0.11125,0.03889,0.07556,0.08664,0.11986,0.04898,117,59.98,3,125
Liszt,RenanaGuttman,Israel,F,TarantellaFromVeneziaENapoli,553,211,4/4,0.09069,0.05645,0.13874,0.10244,0.0447,0.06265,0.05064,0.13215,0.07157,0.07635,0.11291,0.06072,99,63.87,6,105
Liszt,MarcoPavlovic,Serbia,M,MephistoWaltzNo1,680,211,4/4,0.06084,0.11328,0.07252,0.05115,0.13742,0.09428,0.093,0.04066,0.08162,0.10111,0.07984,0.0743,124,69.95,2,126
Liszt,MarcoPavlovic,Serbia,M,EtudeNo2,330,207,4/4,0.09571,0.02987,0.1163,0.1163,0.03973,0.11137,0.04002,0.10209,0.07367,0.05655,0.15284,0.06555,113,72.6,1,121
Liszt,KinberlyHou,USA,F,RigolettoParaphraseS434,383,191,4/4,0.08018,0.13642,0.03211,0.12863,0.04218,0.11077,0.09538,0.03401,0.15466,0.0551,0.07619,0.05434,118,69.21,2,121
Liszt,VictorGoldberg,Israel,M,TranscendentalEtudeNo10InFMinor,268,217,4/4,0.11832,0.1035,0.04154,0.08554,0.06286,0.14392,0.05703,0.06915,0.11832,0.03907,0.09205,0.0687,119,70.06,1,125
Liszt,KonstantynTravinsky,Ukraine,M,TranscendentalEtudeNo4,422,214,4/4,0.05542,0.08124,0.14196,0.05248,0.09897,0.08361,0.06267,0.08738,0.05639,0.12032,0.09855,0.061,111,72.8,2,115
Liszt,KonstantynTravinsky,Ukraine,M,Standchen-AufDemWasserZuSingenFromSchwanengesang,586,222,4/4,0.06674,0.08489,0.07338,0.17933,0.06334,0.04325,0.08165,0.07792,0.10319,0.09056,0.06431,0.07144,104,58.41,2,106
Liszt,DenisEvstioukhine,Russia,M,SpanishRhapsody(2),752,214,4/4,0.05035,0.10906,0.08654,0.07043,0.1002,0.05035,0.11024,0.06334,0.08165,0.14381,0.05035,0.08367,108,70.06,6,113
Liszt,IoannisPotamousis,Greece,M,EtudeNo4InEMajor,135,215,4/4,0.05548,0.06241,0.05132,0.0742,0.19903,0.01872,0.07975,0.06865,0.11165,0.08322,0.04092,0.15465,82,68.44,8,102
Liszt,IoannisPotamousis,Greece,M,ApresUneLectureDuDante,928,213,4/4,0.05593,0.08773,0.11914,0.07834,0.06803,0.08075,0.09393,0.06508,0.08781,0.10572,0.08036,0.07718,111,67.93,6,122
Liszt,YevgenySudbin,Germany,M,TranscendentalEtudeNo10InFMinor,270,211,4/4,0.12282,0.1091,0.04047,0.08165,0.06118,0.14236,0.05443,0.07304,0.11631,0.03908,0.08769,0.07188,106,71.05,6,112
Liszt,DavidYoshiakiKo,Japan,M,TranscendentalEtudeNo12,286,218,4/4,0.09161,0.11412,0.02887,0.10025,0.0732,0.11594,0.10684,0.03705,0.08206,0.08411,0.11548,0.05047,124,66.04,1,126
Liszt,CarlosAvila,USA,M,EtudeNo2InEFlatMajor,369,197,4/4,0.09571,0.032,0.1145,0.1148,0.04287,0.10922,0.0367,0.09982,0.07516,0.05549,0.15825,0.06547,114,73.98,3,118
Liszt,BrianHsu,Taiwan,M,MephistoWaltzNo1,653,207,4/4,0.06205,0.1131,0.07286,0.05204,0.13898,0.09516,0.09001,0.03886,0.08138,0.10161,0.0798,0.07415,108,69.29,6,113
Liszt,BogdanClaudiuDulu,Romania,M,SonataInBMinor,1750,203,4/4,0.05766,0.0836,0.07806,0.09088,0.08254,0.06966,0.09772,0.09591,0.07047,0.08242,0.091,0.10008,117,65.97,2,120
Liszt,EricZuber,USA,M,SonataInBMinorS178,1740,205,4/4,0.05668,0.08713,0.07705,0.09038,0.08126,0.06879,0.09857,0.09496,0.07454,0.07864,0.0927,0.0993,124,72.75,1,126
Liszt,NoaLeighKleisen,Netherlands,F,ConcertEtudeWaldesrauschen(2),222,217,4/4,0.0916,0.11677,0.04155,0.1013,0.07097,0.0919,0.09797,0.04155,0.14468,0.10434,0.0455,0.05187,105,65.68,3,113
Liszt,AngelinaGadeliya,Ukraine,F,TranscendentalEtudeNo12ChasseNeige,300,211,4/4,0.09953,0.11586,0.02429,0.09802,0.0675,0.12726,0.10576,0.03504,0.06986,0.08555,0.12446,0.04686,104,59.54,6,111
Liszt,BorisGiltburg,Israel,M,MephistoWaltzNo1,631,209,4/4,0.05927,0.11178,0.06864,0.0535,0.13509,0.09902,0.08996,0.04324,0.0792,0.10002,0.08567,0.07462,111,68.98,6,116
Liszt,HyeJinKim,SouthKorea,F,RhapsodieEspagnoleS254,795,216,4/4,0.04857,0.10913,0.09136,0.07013,0.09964,0.05116,0.10878,0.06401,0.07781,0.14665,0.04865,0.08411,114,68.14,2,116
Liszt,KonstantinKrasnitsky,Belarus,M,SonataInBFlatMajorD960,2320,218,4/4,0.08836,0.08826,0.10259,0.06832,0.05263,0.13811,0.0689,0.07669,0.0565,0.1006,0.10751,0.05153,107,58.39,2,109
Liszt,AvanYu,Canada,M,EtudeNo6,295,215,4/4,0.09859,0.04278,0.08637,0.02994,0.20941,0.10715,0.01793,0.05052,0.06885,0.16419,0.02669,0.09758,104,72.25,3,111
Liszt,ChengChen,China,M,RhapsodieEspagnole(2),774,216,4/4,0.05077,0.10568,0.09083,0.06819,0.10095,0.05118,0.10908,0.06512,0.08046,0.14567,0.04745,0.08461,118,76.3,2,122
Liszt,JuliaKociuban,Poland,F,RhapsodieEspagnole,752,217,4/4,0.05073,0.10439,0.09208,0.06847,0.0992,0.05525,0.1038,0.06856,0.07978,0.14415,0.04956,0.08404,113,71.81,2,114
Liszt,JoselynLai,Canada,F,ConcertEtudeWaldesrauschen,232,216,4/4,0.0899,0.11705,0.04699,0.1007,0.07064,0.09019,0.09691,0.04086,0.13952,0.10508,0.05254,0.04962,107,65.76,3,110
Liszt,ChengChen,China,M,RhapsodieEspagnole,790,207,4/4,0.05219,0.10621,0.09064,0.06709,0.10263,0.05069,0.10854,0.06534,0.07949,0.14508,0.04753,0.08457,115,74.06,3,118
Liszt,JiaZinMin,China,F,TranscendentalEtudeNo5,212,205,4/4,0.07616,0.0669,0.10581,0.07972,0.05528,0.13428,0.09941,0.05433,0.06643,0.08066,0.11459,0.06643,101,63.89,3,107
Liszt,AlexSeredenko,Canada,M,LaCampanella,295,212,4/4,0.01772,0.08034,0.03615,0.29182,0.0768,0.02623,0.07278,0.05198,0.1172,0.03403,0.1009,0.09405,118,70.35,2,121
Liszt,DanielEras,CostaRica,M,TranscendentalEtudeNo8,298,218,4/4,0.10907,0.05877,0.08953,0.09897,0.06625,0.07944,0.06235,0.12437,0.08351,0.05551,0.0923,0.07993,120,72.67,2,123
Liszt,AlexeySychev,Russia,M,LaCampanella,262,216,4/4,0.01771,0.07935,0.03397,0.29726,0.07571,0.02596,0.07328,0.05072,0.12376,0.03203,0.09512,0.09512,112,67.95,2,121
Liszt,ChengChen,China,M,TranscendentalEtudeNo4,436,213,4/4,0.05661,0.07685,0.14604,0.04841,0.10187,0.08232,0.06058,0.08984,0.05388,0.12444,0.09627,0.0629,118,78.22,2,123
Liszt,AlexandreDossin,Brazil,M,SonataApresUneLectureDeDante,918,211,4/4,0.05221,0.08685,0.12396,0.0762,0.06841,0.08089,0.09535,0.06706,0.08868,0.10505,0.08025,0.07509,112,71.95,6,119
Liszt,HannaShybayeva,Netherlands,F,VariationsOnWeinenKlagenSorgenZagen,869,203,4/4,0.11532,0.0936,0.0627,0.05042,0.09063,0.13717,0.04758,0.08597,0.09942,0.06774,0.09127,0.05818,110,67.96,2,112
Liszt,HannaShybayeva,Netherlands,F,VariationsOnWeinenKlagenSorgenZagen(2),884,202,4/4,0.11543,0.09172,0.064,0.04962,0.09133,0.13655,0.04729,0.08771,0.09988,0.06711,0.09172,0.05765,112,67.75,2,114
Liszt,CharlieAlbright,USA,M,LaCampanella,271,215,4/4,0.02057,0.08323,0.03557,0.29252,0.0796,0.02637,0.07525,0.05323,0.11372,0.02807,0.09848,0.09339,112,69.39,2,118
Liszt,ChristopherFalzone,USA,M,TranscendentalEtudeMazeppa,415,217,4/4,0.05416,0.07838,0.14403,0.05198,0.1019,0.0822,0.061,0.08863,0.05622,0.12187,0.09958,0.06005,112,73.12,2,119
Liszt,ChristopherSonRichardson,USA,M,RhapsodieEspagnoleS354,784,205,4/4,0.04961,0.10815,0.09005,0.06779,0.1005,0.0508,0.1084,0.06711,0.07926,0.14629,0.04689,0.08512,116,68.38,3,120
Liszt,HenryWongDoe,NewZealand,M,TranscendentalEtudeNo9,557,205,4/4,0.10136,0.11712,0.04828,0.15104,0.06604,0.09078,0.03851,0.07302,0.11971,0.03512,0.11911,0.0399,115,65.62,1,119
Liszt,YinfeiWang,China,M,ReminiscencesDeDonJuanS418,977,210,4/4,0.05879,0.08642,0.09368,0.05731,0.11996,0.0985,0.06329,0.04523,0.07003,0.12657,0.08995,0.09027,110,70.37,2,112
Liszt,EstherPark,SouthKorea,F,Rigoletto(ConcertParaphrase),412,211,4/4,0.08233,0.14092,0.03353,0.13018,0.04201,0.11417,0.09702,0.02939,0.1558,0.05407,0.07084,0.04974,104,65.91,6,110
Liszt,ChristopherSonRichardson,USA,M,EtudeNo2,163,233,4/4,0.05862,0.13688,0.09758,0.07568,0.05314,0.08148,0.1343,0.04187,0.08663,0.08052,0.07311,0.08019,101,69.24,4,118
Liszt,DaeHyungAhn,SouthKorea,F,RhapsodieEspagnole,793,202,4/4,0.05095,0.10657,0.08898,0.0723,0.10023,0.05145,0.10924,0.06379,0.08005,0.1456,0.04853,0.0823,116,67.05,2,117
Liszt,DzmitryUlasiuk,Belarus,M,TranscendentalEtudeNo10,281,213,4/4,0.12106,0.10864,0.04346,0.08047,0.06232,0.14351,0.05516,0.07044,0.11891,0.03749,0.08906,0.06948,110,67.48,2,114
Liszt,DmitriTeterin,USA,M,EtudeNo3LaCampanella,282,213,4/4,0.01951,0.08042,0.03498,0.29622,0.07376,0.02736,0.07185,0.05068,0.1211,0.0326,0.10017,0.09136,111,72.48,6,119
Liszt,Chu-FangHuang,China,F,SonataInBMinor,1795,197,4/4,0.05614,0.08624,0.07792,0.09069,0.08305,0.06697,0.09964,0.09676,0.07197,0.08005,0.09081,0.09976,105,65.55,6,112
Liszt,EkaterinaDanilowa,Russia,F,MephistoWaltzNo1(2),623,217,4/4,0.05978,0.11273,0.07492,0.0483,0.14044,0.09561,0.08848,0.03959,0.08017,0.10243,0.08195,0.07561,105,66.63,6,111
Liszt,AnastasiaBogdanovich,Russia,F,LaCampanella,259,220,4/4,0.02312,0.08031,0.03748,0.29034,0.07398,0.02969,0.07228,0.05232,0.1173,0.03188,0.09735,0.09394,110,72.46,2,117
Liszt,EkaterinaDanilowa,Russia,F,MephistoWaltzNo1,621,213,4/4,0.05962,0.11359,0.07368,0.0512,0.14052,0.09527,0.08992,0.03763,0.0817,0.10131,0.08259,0.07298,109,66.75,2,114
Liszt,Chia-LinYang,China,F,TranscendentalEtudeNo12,322,214,4/4,0.09468,0.11592,0.02558,0.10087,0.06993,0.12913,0.10747,0.03672,0.07343,0.0821,0.11922,0.04497,115,62.65,2,116
Liszt,ChristopherSonRichardson,USA,M,AuBordDUneSource,223,215,4/4,0.0714,0.0836,0.04987,0.16864,0.0488,0.10872,0.04055,0.0488,0.18012,0.02117,0.11733,0.061,95,63.61,5,108
Liszt,ElizabethSchumann,USA,F,AufenthaltGretchenAmSpinnradeStandchenVonShakespeareDerErlkonig,894,211,4/4,0.07765,0.03878,0.1215,0.05163,0.10481,0.12756,0.05081,0.13967,0.02847,0.09941,0.07077,0.08894,106,59.36,6,111
Liszt,ElizabethSchumann,USA,F,DerErlkonig,258,222,4/4,0.0798,0.03745,0.15854,0.06661,0.06597,0.10151,0.04426,0.21536,0.02873,0.0798,0.08193,0.04001,109,64.52,6,115
Liszt,BrendaHuang,China,F,TranscendentalEtudeNo5FeuxFollets,217,211,4/4,0.07459,0.06783,0.10233,0.07762,0.05874,0.1359,0.09744,0.05455,0.06946,0.08228,0.10862,0.07063,91,63.85,6,100
Liszt,ChristopherSchmitt,USA,M,TranscendentalEtudeNo4Mazeppa,524,214,4/4,0.05274,0.0799,0.1377,0.05314,0.09842,0.0799,0.06779,0.08683,0.05846,0.12265,0.10148,0.06099,121,74.53,3,124
Liszt,ElizabethSchumann,USA,F,GretchenAmSpinnrade,218,221,4/4,0.09363,0.01573,0.12659,0.01985,0.16442,0.15655,0.01086,0.0764,0.03933,0.18801,0.05618,0.05243,102,56.83,6,109
Liszt,MiaoHou,China,F,ConcertEtudeNo2,314,215,4/4,0.1049,0.12083,0.03637,0.08596,0.08145,0.10821,0.04959,0.07785,0.09228,0.07003,0.09017,0.08236,111,62.94,3,115
Liszt,EstherPark,USA,F,RigolettoParaphrase,424,199,4/4,0.08078,0.1394,0.03419,0.13301,0.04002,0.11516,0.09919,0.02818,0.1548,0.05335,0.0727,0.04922,109,68.9,3,113
Liszt,DavidYoshiakiKo,Japan,M,TranscendentalEtudeNo12(2),258,220,4/4,0.09238,0.11745,0.0327,0.10098,0.06899,0.12175,0.10456,0.03796,0.07544,0.08236,0.11459,0.05085,123,70.54,3,126
Liszt,ChristineLuo,Australia,F,TranscendentalEtudeNo4MaxeppaInDMinor,419,219,4/4,0.05773,0.07637,0.14424,0.05116,0.09651,0.07816,0.06504,0.08756,0.05773,0.12321,0.09949,0.0628,104,68.52,6,113
Liszt,BorisFeiner,Israel,M,Waldesrauschen,267,215,4/4,0.08832,0.11946,0.04431,0.10359,0.06976,0.09102,0.0991,0.03892,0.13832,0.10569,0.0494,0.0521,106,59.9,6,117
Liszt,BenjaminMarksWoo,Canada,M,ConcertEtudeWaldesrauschen,257,207,4/4,0.08782,0.11768,0.04376,0.09935,0.07333,0.0887,0.10053,0.03933,0.14991,0.10112,0.0482,0.05027,103,64.68,3,113
Liszt,XingYuLu,China,M,ConcertEtudeNo2,158,225,4/4,0.05918,0.13468,0.09821,0.07646,0.0547,0.08733,0.13276,0.03903,0.08285,0.07933,0.0739,0.08157,102,72.27,2,118
Liszt,HeleneTysman,France,F,IsoldesLiebestod,451,202,4/4,0.04588,0.08267,0.04724,0.0963,0.13127,0.05587,0.11129,0.05564,0.12333,0.04815,0.07586,0.1265,110,57.59,3,116
Liszt,JeffreyLuo,Canada,M,TranscendentalEtudeNo2,128,228,4/4,0.10935,0.02734,0.1038,0.04992,0.17591,0.10341,0.03645,0.0309,0.05388,0.16165,0.05388,0.0935,101,75.76,3,114
Liszt,JeffreyLuo,Canada,M,TranscendentalEtudeNo1,45,205,4/4,0.19873,0.02385,0.05405,0.01749,0.16375,0.08744,0.02385,0.15262,0.05246,0.10811,0.062,0.05564,74,80.04,7,110
Liszt,JeffreyLuo,Canada,M,ConcertEtudeNo2,276,204,4/4,0.10876,0.12278,0.03677,0.08258,0.08383,0.09847,0.04861,0.07853,0.09536,0.06887,0.09411,0.08133,89,69.2,4,108
Liszt,MisoraOzaki,Japan,F,ConcertEtudeNo2,273,211,4/4,0.10521,0.12311,0.03641,0.08146,0.08547,0.1012,0.05184,0.07837,0.09565,0.06695,0.09195,0.08238,96,63.59,4,106
Liszt,AngeniWang,Canada,F,Tarantella,545,199,4/4,0.09063,0.05659,0.1382,0.10094,0.04551,0.06265,0.0495,0.13265,0.07297,0.07464,0.11319,0.06252,115,71.24,3,120
Liszt,VictoriaKorchinskaya-Kogan,Canada,F,ValseFromFaust(2),559,209,4/4,0.04842,0.08092,0.10911,0.0804,0.08588,0.07309,0.10689,0.06983,0.05586,0.16145,0.06708,0.06108,114,68.13,3,126
Liszt,VictoriaKorchinskaya-Kogan,Canada,F,ValseFromFaust,578,203,4/4,0.05023,0.08084,0.10899,0.07929,0.08691,0.07361,0.10705,0.06973,0.05488,0.16025,0.06702,0.06121,116,68.72,3,126
Liszt,KonstantinShamray,Russia,M,TranscendentalEtudeNo10,287,216,4/4,0.12389,0.1038,0.04568,0.07821,0.06553,0.14542,0.05214,0.07223,0.11289,0.04186,0.0873,0.07104,112,76.24,3,120
Liszt,NatalieLo,Canada,F,ConcertEtudeGnomenreigen,190,222,4/4,0.05725,0.13565,0.09824,0.07775,0.05628,0.08816,0.13175,0.04066,0.0784,0.08003,0.0771,0.07872,100,68.45,3,119
Liszt,PavelYeletskiy,Belarus,M,TranscendentalEtudeNo10InFMinor,253,214,4/4,0.12144,0.10744,0.04128,0.07991,0.06181,0.14655,0.05311,0.07195,0.11709,0.03839,0.09054,0.0705,114,71.54,3,123
Liszt,PavelYeletskiy,Belarus,M,SonataInBMinorS178,1722,190,4/4,0.05662,0.08441,0.0784,0.0892,0.08233,0.06779,0.09871,0.09693,0.07067,0.08386,0.09104,0.10006,121,68.76,2,124
Liszt,SuYeonKim,SouthKorea,F,AnnesDePelerinage3,434,215,4/4,0.02876,0.14594,0.01995,0.10921,0.0359,0.09392,0.14195,0.04023,0.12018,0.05203,0.13148,0.08045,105,61.62,3,109
Liszt,SijingYe,China,F,HungarianRhapsodyNo6,376,226,4/4,0.11843,0.08298,0.12528,0.08661,0.04532,0.11722,0.07835,0.04048,0.06667,0.07613,0.13635,0.02618,117,70.23,3,124
Liszt,NansongHuang,China,M,RhapsodieEspagnole,742,204,4/4,0.05023,0.10634,0.08853,0.07165,0.1008,0.04956,0.11155,0.06459,0.08106,0.14481,0.04796,0.08291,116,71.76,2,121
Liszt,JanLisiecki,Canada,M,ConcertEtudeUnSospiro(2),381,212,4/4,0.07786,0.15644,0.04198,0.0854,0.06207,0.11661,0.09221,0.0287,0.13778,0.09186,0.06459,0.04449,104,53.58,3,110
Liszt,SashaBultIto,USA,F,ValseImpromptuS213,350,207,4/4,0.11991,0.0863,0.0362,0.17356,0.04363,0.09922,0.03588,0.08016,0.14544,0.0404,0.09567,0.04363,95,61.44,3,104
Liszt,VyacheslavGryaznov,Russia,M,TranscendentalEtudeNo5,227,209,4/4,0.07454,0.06615,0.1058,0.08088,0.05958,0.13548,0.09379,0.05664,0.06593,0.07997,0.11056,0.07068,108,64.15,2,115
Liszt,Han-ChienLee,Taiwan,F,GretchenAmSpinnrade,244,219,4/4,0.09519,0.01987,0.12413,0.02022,0.16144,0.1583,0.0122,0.07531,0.03975,0.18515,0.05753,0.05091,109,60.34,3,112
Liszt,ReedTetzloff,USA,M,Funerailles(2),651,199,4/4,0.14798,0.13331,0.04688,0.07481,0.07827,0.10783,0.05646,0.0371,0.12128,0.07746,0.07786,0.04077,116,68.65,2,118
Liszt,ReedTetzloff,USA,M,Funerailles,765,186,4/4,0.14857,0.13282,0.04945,0.07368,0.07549,0.10779,0.0541,0.03775,0.12071,0.07893,0.07953,0.04118,114,70.4,3,120
Liszt,ReedTetzloff,USA,M,Widmung,217,216,4/4,0.13192,0.11439,0.01522,0.1845,0.07011,0.05489,0.02537,0.04705,0.20572,0.03598,0.08072,0.03413,97,58.51,3,102
Liszt,VyacheslavGryaznov,Russia,M,Sonetto123DelPetrarca,438,185,4/4,0.09017,0.1187,0.03719,0.10494,0.06368,0.1136,0.04483,0.081,0.15537,0.02292,0.09068,0.07692,101,57.82,4,115
Liszt,HeleneTysman,France,F,MephistoWaltzNo1,642,212,4/4,0.05874,0.11071,0.06994,0.05101,0.14018,0.09555,0.09323,0.04067,0.08357,0.10018,0.08221,0.074,121,68.87,1,122
Liszt,JohnCao,USA,M,EtudesDExecutionTranscendanteNo10,267,213,4/4,0.12186,0.10916,0.04298,0.08181,0.06129,0.14554,0.05275,0.06984,0.11795,0.03907,0.08864,0.06911,108,69.47,3,113
Liszt,TatianaKolessova,Russia,F,LaCampanella,280,215,4/4,0.01857,0.09519,0.03483,0.28071,0.07012,0.026,0.07824,0.04992,0.11795,0.03436,0.1003,0.0938,106,67.23,6,112
Liszt,VivianWang,USA,F,MephistoWaltzNo1,655,214,4/4,0.06266,0.10993,0.07421,0.04983,0.13844,0.09799,0.0897,0.04421,0.08161,0.10055,0.07865,0.07223,114,69.08,2,117
Liszt,NansongHuang,China,M,TranscendentalEtudeNo10,307,215,4/4,0.12596,0.10821,0.04042,0.07986,0.06113,0.14839,0.05176,0.07173,0.11733,0.03549,0.08923,0.0705,112,70.76,3,121
Liszt,NansongHuang,China,M,RhapsodieEspagnole(2),798,208,4/4,0.05018,0.10755,0.08876,0.07099,0.10095,0.04967,0.1111,0.06321,0.08081,0.14503,0.04806,0.08369,117,69.29,2,119
Liszt,NansongHuang,China,M,TranscendentalEtudeNo11,615,208,4/4,0.07725,0.13006,0.04225,0.08527,0.07021,0.07745,0.12556,0.04772,0.13515,0.07608,0.06337,0.06963,112,63.77,3,115
Liszt,NansongHuang,China,M,HungarianRhapsodyNo9,635,216,4/4,0.05515,0.05793,0.0644,0.16083,0.02948,0.08325,0.06128,0.1273,0.09643,0.03677,0.17794,0.04925,117,70.49,2,121
Liszt,NansongHuang,China,M,TranscendentalEtudeNo3,262,187,4/4,0.11983,0.05965,0.09419,0.03715,0.06175,0.24647,0.02669,0.06593,0.03925,0.13605,0.08634,0.02669,100,56.0,3,107
Liszt,NansongHuang,China,M,TranscendentalEtudeNo4,496,219,4/4,0.05476,0.07949,0.14515,0.05225,0.09877,0.08284,0.06301,0.08801,0.05546,0.12322,0.09905,0.05798,117,72.33,2,120
Liszt,NansongHuang,China,M,TranscendentalEtudeNo5,235,208,4/4,0.07353,0.06387,0.10559,0.08249,0.05774,0.13316,0.09875,0.05774,0.06505,0.08131,0.11383,0.06693,103,61.43,3,110
Liszt,NansongHuang,China,M,TranscendentalEtudeNo8,302,213,4/4,0.11313,0.05607,0.09051,0.10002,0.07083,0.08214,0.05312,0.12937,0.07837,0.0523,0.08903,0.0851,114,71.63,2,125
Liszt,TamiLin,Canada,F,TarantellaFromAnneesDePelerinage2emeAnnee,534,208,4/4,0.09121,0.05728,0.13753,0.10257,0.04645,0.0627,0.04954,0.13095,0.07393,0.07393,0.11573,0.05819,113,66.38,3,119
Liszt,RuiShi,China,F,HungarianRhapsodyNo12,611,216,4/4,0.04855,0.16634,0.026,0.08529,0.07746,0.06964,0.10015,0.02812,0.19658,0.05863,0.08237,0.06088,107,68.59,3,116
Liszt,MisoraOzaki,Japan,F,DanseMacabreS555,608,219,4/4,0.05766,0.0421,0.13501,0.12848,0.04178,0.04515,0.10292,0.11423,0.03329,0.13457,0.12641,0.0384,112,67.83,2,118
Liszt,Han-ChienLee,Taiwan,F,Erlkonig,276,217,4/4,0.0782,0.0356,0.1576,0.0652,0.0656,0.1162,0.0418,0.2134,0.0266,0.0832,0.0762,0.0404,111,63.1,2,113
Liszt,TamiLin,Canada,F,LaCampanella,270,222,4/4,0.02232,0.09023,0.03192,0.28942,0.06767,0.02808,0.07727,0.04944,0.12095,0.03192,0.10175,0.08903,104,67.19,3,111
Liszt,MaximLadid,Luxembourg,M,TranscendentalEtudeNo10,284,216,4/4,0.12155,0.1067,0.04338,0.07933,0.06541,0.14335,0.05776,0.0682,0.11668,0.03897,0.08791,0.07075,111,69.24,3,116
Liszt,AnnaDenisove,Russia,F,PolonaiseInEMajor,469,207,4/4,0.07717,0.06202,0.04956,0.08624,0.13707,0.05905,0.07434,0.05055,0.1062,0.11923,0.04149,0.13707,106,68.7,3,113
Liszt,LeonardoColafelice,Italy,M,HungarianRhapsodyNo10,335,223,4/4,0.07381,0.04891,0.04046,0.08337,0.16229,0.04335,0.10605,0.05958,0.08293,0.09226,0.03891,0.16807,116,70.01,2,126
Liszt,KevinAhfat,USA,M,TranscendentalEtudeNo7Eroica,355,215,4/4,0.11313,0.05696,0.08825,0.09764,0.07245,0.08324,0.05727,0.12596,0.07792,0.0568,0.08387,0.08653,117,73.25,1,117
Liszt,KennyBroberg,USA,M,BalladeNo2InBMinor,806,212,4/4,0.05127,0.12228,0.07648,0.08166,0.07302,0.06337,0.1207,0.06971,0.07749,0.07173,0.09751,0.09477,104,63.72,3,109
Liszt,CarmenKnoll,USA,F,HungarianRhapsodyNo13S244No13,421,219,4/4,0.07422,0.07406,0.10031,0.06206,0.13693,0.08913,0.0504,0.0457,0.08961,0.14487,0.04213,0.09058,119,71.19,2,122
Liszt,KaiwenZhao,China,M,HungarianRhapsodyNo9,647,212,4/4,0.05322,0.05858,0.0653,0.15407,0.03225,0.08217,0.06211,0.1241,0.09766,0.03818,0.18142,0.05094,119,77.34,3,126
Liszt,MisoraOzaki,Japan,F,DieForelle,212,213,4/4,0.07487,0.18958,0.00832,0.09238,0.01532,0.14186,0.1007,0.04378,0.24212,0.01226,0.06743,0.01138,94,59.77,3,105
Liszt,MisoraOzaki,Japan,F,HungarianRhapsodyNo12,566,213,4/4,0.04579,0.16497,0.02524,0.08524,0.08138,0.07048,0.10221,0.028,0.2011,0.06248,0.07407,0.05903,112,68.14,3,116
Liszt,JunLiBui,Canada,M,GrandesEtudesDePaganiniNo3,282,207,4/4,0.01885,0.07956,0.03501,0.29204,0.07466,0.02668,0.07466,0.05067,0.12264,0.03305,0.09841,0.09376,112,65.83,3,117
Liszt,TracyWong,USA,F,EtudeNo4InEMajor,125,216,4/4,0.06036,0.06036,0.05433,0.06908,0.19785,0.02079,0.07914,0.07311,0.11066,0.08182,0.03957,0.15292,92,72.81,10,110
Liszt,TamiLin,Canada,F,LaCampanella(2),268,215,4/4,0.01911,0.0871,0.03218,0.28962,0.06654,0.0271,0.07888,0.05057,0.12436,0.03339,0.10283,0.08831,108,68.8,2,115
Liszt,Han-ChienLee,Taiwan,F,DerMuellerUndDerBach,341,204,4/4,0.07422,0.0249,0.25879,0.03027,0.05566,0.03076,0.09619,0.18457,0.01074,0.10938,0.04834,0.07617,90,51.97,3,93
Liszt,JanLisiecki,Canada,M,ConcertEtudeUnSospiro,367,212,4/4,0.07555,0.15431,0.04383,0.08589,0.05987,0.11689,0.09373,0.02922,0.13721,0.09301,0.06629,0.04419,105,54.77,3,115
Liszt,HaoTianTimZhang,Canada,M,LaCampanella(2),271,211,4/4,0.0225,0.0889,0.03728,0.27818,0.07126,0.02669,0.08118,0.05118,0.11979,0.03155,0.10302,0.08846,122,71.03,2,126
Liszt,AndrewWang,Canada,M,RhapsodieEspagnole,781,215,4/4,0.05344,0.10445,0.08989,0.07195,0.09968,0.05198,0.10655,0.06589,0.0827,0.13985,0.05133,0.0823,118,70.1,2,124
Liszt,AristoSham,China,M,BalladeNo1InBMinorS171,835,198,4/4,0.05378,0.11953,0.08019,0.07937,0.07304,0.06437,0.11774,0.07442,0.07607,0.07387,0.09436,0.09326,117,67.02,2,123
Liszt,VasylKotys,Ukraine,M,GretchenAmSpinnrade,207,212,4/4,0.09569,0.01929,0.12065,0.01815,0.16263,0.15318,0.01097,0.08056,0.03707,0.19365,0.05711,0.05106,98,62.17,2,104
Liszt,RyanLeung,China,M,GrandesEtudesDePaganiniNo3,285,194,4/4,0.01878,0.08377,0.03467,0.29177,0.07342,0.0272,0.0739,0.0532,0.11892,0.03322,0.09533,0.09581,103,70.68,5,110
